fecha_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,es_trata,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2024-03-26,6545059445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,Por recomendación,Hombre,32,
2024-03-27,565059445,Urgencia,Institución - Fiscalía Federal Río Cuarto,No,Trata,1,Otros delitos,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Mujer,45,14
2024-03-28,9494159445,No_aplica,Ciudadano,Sí,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,35,
2024-03-28,594159445,No_aplica,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer cis,50,
2024-03-28,6594159445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,Argentina,Córdoba,,Consultante,,Varón cis,0,
2024-03-28,2505159445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Catamarca,Catamarca,PNR - Línea 145,Línea 145,,Catamarca,,Consultante,,Hombre,40,10
2024-03-29,4515159445,Urgencia,Ciudadano,Sí,Trata,1,Reducción a la servidumbre o situaciones análogas,Jujuy,Perico,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,36,38
2024-03-29,9425159445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2024-03-29,525159445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Santa Fe,,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,0,82
2024-03-29,5525159445,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,Santa Fe,,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Hombre,0,82
2024-03-30,1545159445,No_aplica,Ciudadano,Sí,Otro,0,Consulta correo institucional,Buenos Aires,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,"No sabe, no recuerda",Mujer cis,0,6
2024-03-30,7545159445,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Buenos Aires,González Catán,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,38,6
2024-03-31,3555159445,Urgencia,"Institución - comisaria 12, el bolson, rio negro",No,Trata,1,Otros delitos,Río Negro,El Bolsón,PNR - Línea 145,Línea 145,Argentina,Río Negro,,Consultante,,Mujer cis,0,62
2024-03-31,9475159445,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2024-04-01,9484259445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Chaco,Resistencia,PNR - Línea 145,Línea 145,Argentina,Chaco,,Consultante,,Mujer cis,0,22
2024-04-01,4584259445,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,San Fernando,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,,Mujer cis,43,6
2024-04-01,9494259445,No_aplica,Ciudadano,No,Salud,0,Salud mental,Río Negro,Rio Negro,PNR - Línea 145,Línea 145,,Río Negro,,Consultante,Concurrió en otra oportunidad,Mujer,0,62
2024-04-02,5594259445,Urgencia,Ciudadano,No,Otro,0,Transporte,Corrientes,Esquina,PNR - Línea 145,Línea 145,,Corrientes,,Consultante,,Mujer,0,18
2024-04-02,3505259445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Entre Ríos,,Consultante,,Mujer,0,
2024-04-02,5505259445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,
2024-04-02,9415259445,Urgencia,Ciudadano,Sí,Violencia de género,0,Psicológica,Misiones,Montecarlo,PNR - Línea 145,Línea 145,,Misiones,,Consultante,,Mujer cis,0,54
2024-04-03,7515259445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,25,2
2024-04-03,1525259445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,62,6
2024-04-03,9435259445,No_aplica,Ciudadano,No,Otro,0,Conflicto vecinal,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,35,
2024-04-04,1535259445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Entre Ríos,Gualeguay,PNR - Línea 145,Línea 145,Argentina,Entre Ríos,,Consultante,,Mujer cis,0,30
2024-04-04,7535259445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Varón cis,0,6
2024-04-04,545259445,Urgencia,Ciudadano,Sí,Trata,1,Traslado de personas,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2024-04-04,1545259445,Urgencia,Ciudadano,Sí,Acceso a documentacion personal y certificaciones,0,Identidad (restitución de identidad),,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,
2024-04-04,4545259445,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,6
2024-04-04,7545259445,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,Tucumán,,Consultante,,Hombre,50,90
2024-04-05,8455259445,No_aplica,Ciudadano,Sí,Violencia de género,0,Psicológica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,60,
2024-04-05,9455259445,No_aplica,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,
2024-04-05,555259445,No_aplica,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer cis,50,
2024-04-05,1555259445,Urgencia,Ciudadano,No,Trata,1,Grooming,Salta,,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Mujer,48,66
2024-04-05,2555259445,No_aplica,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer cis,50,
2024-04-05,8465259445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,0,
2024-04-05,2565259445,No_aplica,Ciudadano,Sí,Salud,0,Salud mental,Salta,Salta,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Mujer,60,66
2024-04-06,8484359445,No_aplica,Ciudadano,Sí,Salud,0,Salud mental,Chaco,,PNR - Línea 145,Línea 145,,Chaco,,Consultante,,Mujer cis,0,22
2024-04-06,1584359445,No_aplica,Ciudadano,Sí,Otro,0,Abuso sex,Salta,Salta,PNR - Línea 145,Línea 145,,Salta,,Consultante,Línea 145,Varón cis,0,66
2024-04-06,2584359445,Urgencia,Ciudadano,Sí,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2024-04-06,4584359445,No_aplica,Ciudadano,Sí,Salud,0,Salud mental,Santa Cruz,,PNR - Línea 145,Línea 145,,Santa Cruz,,Consultante,"No sabe, no recuerda",Mujer cis,0,78
2024-04-06,8405359445,No_aplica,Ciudadano,Sí,Salud,0,Salud mental,Buenos Aires,Lomas de Zamora,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,Concurrió en otra oportunidad,Varón cis,0,6
2024-04-06,9405359445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,,Santiago del Estero,,Consultante,,Hombre,0,86
2024-04-06,1505359445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,Trenque Lauquen,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,,Varón cis,25,6
2024-04-07,4505359445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer cis,0,2
2024-04-07,5505359445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,2
2024-04-07,9425359445,Urgencia,Ciudadano,No,Otro,0,Robo,Buenos Aires,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,60,6
2024-04-07,2525359445,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Ituzaingo,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,66,6
2024-04-07,3525359445,Urgencia,Ciudadano,Sí,Legal civil (ex daños),0,Otro (legal civil (ex daños)),,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,
2024-04-07,4525359445,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2024-04-08,5525359445,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2024-04-08,9435359445,No_aplica,Ciudadano,Sí,Violencia institucional,0,Negativa a recibir denuncias o trámites,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,2
2024-04-08,535359445,Urgencia,Ciudadano,Sí,Violencias,0,Familiar > asesoramiento/proceso de empoderamiento,Córdoba,Villa Carlos Paz,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Mujer cis,82,14
2024-04-08,7535359445,Urgencia,Ciudadano,No,Salud,0,Salud mental,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,Rosario,Consultante,,Mujer cis,51,82
2024-04-08,8445359445,Urgencia,Ciudadano,No,Legal penal,0,Estafa,Buenos Aires,San Nicolás de los Arroyos,PNR - Línea 145,Línea 145,Argentina,Santa Fe,San Nicolás de Los Arroyos,Consultante,,Mujer cis,0,6
2024-04-08,9445359445,Urgencia,Ciudadano,No,Trata,1,Oferta laboral engañosa,,,PNR - Línea 145,Línea 145,Argentina,,Lanus.,Consultante,,Mujer cis,0,
2024-04-08,545359445,Urgencia,Ciudadano,Sí,Salud,0,Salud mental,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer cis,0,82
2024-04-08,2545359445,Urgencia,Ciudadano,Sí,Violencia de género,0,Sexual,Córdoba,Río Cuarto,PNR - Línea 145,Línea 145,,Córdoba,,Consultante - ciudadano,,Varón cis,0,14
2024-04-08,3545359445,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,Argentina,,Santiago del Estero,Consultante,,Mujer cis,0,86
2024-04-08,6545359445,Urgencia,Ciudadano,No,Trata,1,Oferta laboral engañosa,,,PNR - Línea 145,Línea 145,Argentina,,Lanus.,Consultante,,Mujer cis,0,
2024-04-08,8455359445,Urgencia,Ciudadano,No,Violencias,0,Familiar > denuncia ya realizada,Mendoza,Las Heras,PNR - Línea 145,Línea 145,,Mendoza,,Consultante,,Hombre,0,50
2024-04-08,1555359445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,Por publicidad en Internet,Mujer,22,2
2024-04-09,8475359445,Urgencia,Ciudadano,Sí,Otro,0,No aplica,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,2
2024-04-09,9475359445,Urgencia,Ciudadano,No,Abuso sexual infantil,0,Abuso sexual infantil,Misiones,Misiones,PNR - Línea 145,Línea 145,,Misiones,,Consultante,,Mujer,0,54
2024-04-09,575359445,Urgencia,Ciudadano,Sí,Trata,1,Explotación laboral,,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,0,
2024-04-09,3575359445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,La Rioja,,PNR - Línea 145,Línea 145,Argentina,La Rioja,,Consultante,,Varón cis,0,46
2024-04-09,4575359445,Urgencia,Ciudadano,Sí,Otro,0,No aplica,Buenos Aires,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,6
2024-04-09,5575359445,Urgencia,Ciudadano,Sí,Trata,1,Explotación laboral,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,55,90
2024-04-09,8484459445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Jujuy,San Salvador de Jujuy,PNR - Línea 145,Línea 145,,Jujuy,San Salvador de Jujuy,Consultante,,Mujer,0,38
2024-04-09,584459445,Urgencia,Ciudadano,Sí,Otro,0,Posible violencia de genero,Salta,Salta,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Hombre,55,66
2024-04-10,6584459445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Formulario_web,,,,Consultante,,Hombre,0,
2024-04-10,9494459445,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,Cuestiones salariales o de registración,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,45,
2024-04-10,1594459445,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,Otro (trabajo),Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,Tucumán,,Consultante,,Mujer,55,90
2024-04-10,6505459445,Urgencia,Ciudadano,Sí,Otro,0,Maltrato animal,,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,70,
2024-04-11,1525459445,Urgencia,Institución - iglesia campana,Sí,Trata,1,Explotación laboral,Buenos Aires,Campana,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,0,6
2024-04-11,6525459445,Urgencia,Ciudadano,Sí,Otro,0,Maltrato animal,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,2
2024-04-11,4545459445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,0,2
2024-04-11,6545459445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer cis,0,2
2024-04-12,7545459445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Formulario_web,Argentina,,,Consultante,,Mujer cis,0,2
2024-04-12,4555459445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Santa Fe,,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,0,82
2024-04-12,5555459445,No_aplica,Ciudadano,Sí,Salud,0,Salud mental,Neuquén,San Martín de los Andes,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,,Hombre,45,58
2024-04-12,6555459445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Santa Fe,,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,0,82
2024-04-12,1565459445,No_aplica,Ciudadano,No,Salud,0,Salud mental,Santiago del Estero,,PNR - Línea 145,Línea 145,,Santiago del Estero,Termas de Río Hondo,Consultante,,Mujer cis,50,86
2024-04-12,4565459445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Misiones,,PNR - Línea 145,Línea 145,,Misiones,,Consultante,,Mujer,0,54
2024-04-12,6565459445,No_aplica,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer cis,50,
2024-04-12,7565459445,No_aplica,Ciudadano,No,Trabajo (ex legal laboral),0,Cuestiones sindicales,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,40,2
2024-04-13,4584559445,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2024-04-13,594559445,Urgencia,Ciudadano,Sí,Salud,0,Salud mental,Chaco,,PNR - Línea 145,Línea 145,,Chaco,,Consultante,,Mujer,0,22
2024-04-13,3594559445,Urgencia,Ciudadano,Sí,Abuso sexual infantil,0,Abuso sexual infantil,Santa Fe,Esperanza,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,0,82
2024-04-13,6594559445,Urgencia,Ciudadano,No,Violencias,0,De género > asesoramiento para realizar denuncia,Tucumán,Las Talitas,PNR - Línea 145,Línea 145,,Tucumán,Las Talitas,Consultante,Por publicidad en Internet,Mujer cis,38,90
2024-04-13,7594559445,Urgencia,Ciudadano,Sí,Trata,1,Persona desaparecida,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,Concurrió en otra oportunidad,Mujer cis,0,6
2024-04-13,5505559445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,Argentina,Santiago del Estero,,Consultante,,Mujer cis,0,86
2024-04-14,9415559445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,Lanús,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,6
2024-04-15,535559445,Urgencia,Ciudadano,No,Trata,1,"Explotación sexual niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Varón cis,0,2
2024-04-15,1535559445,No_aplica,Ciudadano,Sí,Trata,1,Explotación laboral,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,,Santiago del Estero,Santiago del Estero,Consultante,,Hombre,43,86
2024-04-15,4545559445,Urgencia,Ciudadano,Sí,Vivienda,0,Desalojo u ocupación de vivienda (como parte actora),,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2024-04-15,8455559445,Urgencia,Ciudadano,No,Violencias,0,Familiar > asesoramiento/proceso de empoderamiento,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,50,2
2024-04-15,555559445,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2024-04-15,1555559445,Urgencia,Ciudadano,Sí,"Planes, programas sociales y prestaciones de la seguridad social",0,Jubilaciones,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer cis,0,
2024-04-15,2555559445,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer cis,0,
2024-04-15,1565559445,Urgencia,Ciudadano,Sí,Persona detenida,0,Agravamiento de condiciones de detención,,,PNR - Línea 145,Línea 145,,,,Consultante,,Varón cis,0,
2024-04-15,7565559445,No_aplica,Ciudadano,Sí,Salud,0,Salud mental,Buenos Aires,Benavidez,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,Concurrió en otra oportunidad,Varón cis,0,6
2024-04-16,1575559445,No_aplica,Ciudadano,Sí,Otro,0,Restriccion o bloqueo de cuentas de acceso virtual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,"No sabe, no recuerda",No sabe / no contesta,0,2
2024-04-16,2575559445,No_aplica,Ciudadano,No,Otro,0,Fraude informático,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,"No sabe, no recuerda",No sabe / no contesta,0,2
2024-04-16,584659445,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2024-04-16,1584659445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer cis,0,
2024-04-16,2584659445,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Mujer,0,14
2024-04-16,5584659445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,,Varón cis,0,2
2024-04-16,7584659445,No_aplica,Ciudadano,Sí,Otro,0,Conflicto vecinal,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Mujer cis,36,14
2024-04-17,4594659445,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2024-04-17,505659445,Urgencia,Ciudadano,Sí,Trata,1,Explotación laboral,Río Negro,,PNR - Línea 145,Línea 145,,Río Negro,,Consultante,,Mujer,0,62
2024-04-17,3515659445,No_aplica,Ciudadano,No,Otro,0,Información,Mendoza,Mendoza,PNR - Línea 145,Línea 145,,Mendoza,,Consultante,,Mujer,25,50
2024-04-17,4515659445,No_aplica,Ciudadano,No,Violencia de género,0,Física,,,PNR - Línea 145,Línea 145,Argentina,Tucumán,San Miguel de Tucumán,Consultante,,Mujer,45,
2024-04-17,7515659445,No_aplica,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,35,
2024-04-18,8425659445,Urgencia,Ciudadano,Sí,Trata,1,Reducción a la servidumbre o situaciones análogas,,,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Mujer,35,
2024-04-18,3525659445,No_aplica,Ciudadano,No,Trata,1,Explotación laboral,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,2
2024-04-18,8435659445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer cis,29,2
2024-04-19,555659445,Urgencia,Institución - Consejo Deliberante-Loc. Clorinda,Sí,Trata,1,Otros delitos,Formosa,,PNR - Línea 145,Línea 145,,Formosa,,Consultante,,Hombre,0,34
2024-04-19,2555659445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,22,
2024-04-19,3555659445,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,Buenos Aires,Consultante,,Mujer,0,
2024-04-19,4555659445,Urgencia,Ciudadano,No,Trata,1,"Explotación sexual niñas, niños y adolescentes",,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,
2024-04-19,6555659445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,
2024-04-19,7565659445,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,Por publicidad en Internet,Mujer,58,
2024-04-19,8475659445,No_aplica,Ciudadano,No,Salud,0,Salud mental,Río Negro,Viedma,PNR - Línea 145,Línea 145,,Río Negro,,Consultante,,Mujer,57,62
2024-04-19,575659445,Urgencia,Ciudadano,No,Legal penal,0,Estafa,Buenos Aires,Villa Sarmiento,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Varón cis,0,6
2024-04-20,3584759445,Urgencia,Ciudadano,Sí,Violencias,0,Denunciadx por violencia > asistencia a violentxs,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Hombre,0,82
2024-04-20,2594759445,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),0,Deberes de responsabilidad parental o familiar (incluye alimentos),,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2024-04-21,3505759445,No_aplica,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Varón cis,0,2
2024-04-21,7505759445,No_aplica,Ciudadano,Sí,Otro,0,Conflicto vecinal,Neuquén,Centenario,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,,Varón cis,33,58
2024-04-21,9415759445,No_aplica,Ciudadano,Sí,Violencia institucional,0,Exigencias ilegales por parte de funcionarios/as,Córdoba,Cruz del Eje,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Varón cis,30,14
2024-04-21,2525759445,No_aplica,Ciudadano,Sí,Trata,1,Otros delitos,Buenos Aires,San Fernando,PNR - Línea 145,Whatsapp,,Buenos Aires,,Consultante,,Hombre,0,6
2024-04-21,4525759445,No_aplica,Ciudadano,Sí,Otro,0,Falta de higiene,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,60,2
2024-04-21,7525759445,No_aplica,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Quilmes,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,55,6
2024-04-22,3535759445,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2024-04-22,7535759445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Varón cis,0,2
2024-04-22,8445759445,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,Mendoza,Las Heras,PNR - Línea 145,Línea 145,,Mendoza,,Consultante,,Mujer cis,0,50
2024-04-22,9445759445,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Varón cis,0,2
2024-04-22,1545759445,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer cis,0,
2024-04-22,3545759445,Urgencia,Ciudadano,Sí,Trata,1,"Explotación sexual niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Varón cis,0,2
2024-04-22,4545759445,Urgencia,Ciudadano,Sí,Legal penal,0,911,,,PNR - Línea 145,Línea 145,,,,Consultante,,Varón cis,0,
2024-04-22,6545759445,Urgencia,Ciudadano,No,Vivienda,0,Otro (vivienda),Santa Fe,Rafaela,PNR - Línea 145,Línea 145,,Mendoza,,Consultante,,Mujer cis,0,82
2024-04-22,9455759445,Urgencia,Ciudadano,Sí,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Varón cis,0,
